feedback_id,source_type,source_name,feedback_text,created_at,customer_segment,product_area,sentiment,severity,language,data_type,metadata_origin,rating,product_name,product_price,theme,theme_origin
PUB-000011,Public Product Review,Flipkart Public Review Dataset,awesome. good in everything but lags in battery battery backup is just 2 hr 30 min,,Unknown,computing,negative,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",33990,Unknown,not_available
PUB-000012,Public Product Review,Flipkart Public Review Dataset,very cheap quality torn in one week,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Men LPMXT-800 Grey Clogs Sandal,519,Unknown,not_available
PUB-000013,Public Product Review,Flipkart Public Review Dataset,perfect product! nice product,,Unknown,kitchen,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"ULTRA Mini Wet Grinder?ÐÒÐÒ?ÐÒÐÒ(Purple, White)",7690,Unknown,not_available
PUB-000014,Public Product Review,Flipkart Public Review Dataset,useless product. worst product i recently bought it and after using it for 10 days its screen gone totaly black and its very bad product dont buy it,,Unknown,computing,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN358W Gaming LaptopÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (15.6 inch, Black Plastic, 2.30 kg kg)",58990,Unknown,not_available
PUB-000015,Public Product Review,Flipkart Public Review Dataset,terrific. awesome,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself,1095,Unknown,not_available
PUB-000016,Public Product Review,Flipkart Public Review Dataset,waste of money! not upto the markcleaning quality not satisfactoryleaving some stains,,Unknown,kitchen,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"IFB Neptune VX Plus Free Standing 15 Place Settings with Germ-Free Hygienic Wash, Made for Indian Kitchens, Steam Drying, Energy Efficient Dishwasher",41990,Unknown,not_available
PUB-000017,Public Product Review,Flipkart Public Review Dataset,good. sansar not working,,Unknown,accessories,neutral,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,Unknown,not_available
PUB-000018,Public Product Review,Flipkart Public Review Dataset,waste of money! please please please dont purchase this itemvery bad and worst,,Unknown,accessories,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"NIVIA Storm Football - Size: 5ÐÓ®ÐÂ ÐÓ®ÐÂ (Pack of 1, Multicolor)",429,Unknown,not_available
PUB-000019,Public Product Review,Flipkart Public Review Dataset,did not meet expectations. very poor qualityall stand are broken,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,S  K Store Carbon Steel Collapsible WardrobeFinish Color  Black DIYDoItYourself,655,Unknown,not_available
PUB-000020,Public Product Review,Flipkart Public Review Dataset,fair. speed is low compared to other fans i bought like orient and crompton air is not distributing throughout the room may be due to low rpm,,Unknown,home_appliances,negative,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,"BAJAJ Crest Neo 1200 mm 3 Blade Ceiling Fan??????????(White, Pack of 1)",1329,Unknown,not_available
PUB-000021,Public Product Review,Flipkart Public Review Dataset,great product. nice watch,,Unknown,accessories,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance SmartwatchÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Blue Strap, Regular)",2199,Unknown,not_available
PUB-000022,Public Product Review,Flipkart Public Review Dataset,worthless. very worst quality print brightness low,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,PrintStar 12A / Q2612A Compatible Toner Cartridge For Hp1005 Canon 2900B Black Ink Cartridge,489,Unknown,not_available
PUB-000023,Public Product Review,Flipkart Public Review Dataset,nice. good but small in size,,Unknown,kitchen,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃÂ ÃÂ (White, Microwave Safe)",1299,Unknown,not_available
PUB-000024,Public Product Review,Flipkart Public Review Dataset,waste of money! wastage of money,,Unknown,accessories,neutral,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Anayatech Solid Doreamon combo with star happy birthday combo happy birthday foil balloon2 doreamon foil balloon2 blue star foil2 silver curtain36 blue and white balloonpack of 50 BalloonBlue White Pack of 51,277,Unknown,not_available
PUB-000025,Public Product Review,Flipkart Public Review Dataset,useless product. bad productnot for pc,,Unknown,computing,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"mobspy 3.5mm Clip Microphone For Youtube | Collar Mic for Voice Recording | Lapel Mic Mobile, PC, Laptop, Android Smartphones, DSLR Camera Microphone Microphone collar mic??????(Black)",168,Unknown,not_available
PUB-000026,Public Product Review,Flipkart Public Review Dataset,expected a better product. the quality of the product is very bad the wire of micis very lose it dameged soon,,Unknown,computing,negative,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,"gyzmofreakz 3.5mm Clip Microphone For Youtube | Collar Mike for Voice Recording | Lapel Mic Mobile, PC, Laptop, Android Smartphones, DSLR Camera Microphone microphone??????(Black)",219,Unknown,not_available
PUB-000027,Public Product Review,Flipkart Public Review Dataset,brilliant. very nice product,,Unknown,kitchen,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃÂ ÃÂ (White, Microwave Safe)",1299,Unknown,not_available
PUB-000028,Public Product Review,Flipkart Public Review Dataset,worst experience ever! i am not satisfied because of they changed it iron colour,,Unknown,home_appliances,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Bajaj DX 2 LW Dry Iron,529,Unknown,not_available
PUB-000029,Public Product Review,Flipkart Public Review Dataset,did not meet expectations. mechine moto complety burned out while using poor built quality,,Unknown,home_appliances,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,AGARO Regal Hand-held Vacuum CleanerÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Black),1599,Unknown,not_available
PUB-000030,Public Product Review,Flipkart Public Review Dataset,awesome. super,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,BD Chaurasias Human Anatomy 8th Edition 2019 Volume 1 2 34Paperback BD Chaurasia,2096,Unknown,not_available
PUB-000031,Public Product Review,Flipkart Public Review Dataset,expected a better product. geyser plug is not available and geyser pipe is not available and everything is good value for money,,Unknown,home_appliances,neutral,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,"BAJAJ 15 L Storage Water Geyser (Popular Plus 15 L, White)",5499,Unknown,not_available
PUB-000032,Public Product Review,Flipkart Public Review Dataset,value-for-money. its to good,,Unknown,kitchen,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",4.0,cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,Unknown,not_available
PUB-000033,Public Product Review,Flipkart Public Review Dataset,worthless. pan is of poor quality,,Unknown,kitchen,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"Flipkart SmartBuy CFXB18 Electric Rice Cooker??????(1.8 L, White, Blue)",1599,Unknown,not_available
PUB-000034,Public Product Review,Flipkart Public Review Dataset,did not meet expectations. very bad,,Unknown,accessories,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Arpita Crafts Wooden 2 Pocket Pen Stand Om Swastik 8 Hook Brown Wood Key Holder Wood Key Holder8 Hooks Brown,159,Unknown,not_available
PUB-000035,Public Product Review,Flipkart Public Review Dataset,could be way better. product is good but technician unable to set tds to 100 he set it to 25 and claims that product will not allow to set desired tds tds below 50 will not have minerals and is dangerous for health hope livpure will address this issue,,Unknown,kitchen,neutral,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,LIVPURE LIV-PEP-PRO-PLUS 7 L RO  UV  UF Water Purifier with Taste EnhancerÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (White),8199,Unknown,not_available
PUB-000036,Public Product Review,Flipkart Public Review Dataset,very poor. i hate this product and service,,Unknown,computing,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Ebee Engineered Wood Computer DeskModular Finish Color  Wenge DIYDoItYourself,3149,Unknown,not_available
PUB-000037,Public Product Review,Flipkart Public Review Dataset,nice. air flow is not fast as expected the cooler is good not best even only for one person,,Unknown,home_appliances,negative,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,Unknown,not_available
PUB-000038,Public Product Review,Flipkart Public Review Dataset,bad quality,,Unknown,other,negative,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,"HAIR & CARE Triple Blend Damage Repair Non-Sticky Hair Oil with Aloe Vera, For Dry, Rough, & Frizzy Hair, Hair OilÐÓ®ÐÂ ÐÓ®ÐÂ (400 ml)",113,Unknown,not_available
PUB-000039,Public Product Review,Flipkart Public Review Dataset,must buy! such a great product i loved it thank you,,Unknown,home_appliances,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,AOQ Cleaning Brush Feather Microfiber Duster with Extendable Rod Dust Cleaner Fit Ceiling Fan Car Home Office Cleaning Tools Wet and Dry Duster,299,Unknown,not_available
PUB-000040,Public Product Review,Flipkart Public Review Dataset,mind-blowing purchase. just wow,,Unknown,other,neutral,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,Dettol Effective Protection Antiseptic LiquidÐÓ®ÐÂ ÐÓ®ÐÂ (1000 ml),349,Unknown,not_available
PUB-000041,Public Product Review,Flipkart Public Review Dataset,hated it! very bad experience ever with online shopping,,Unknown,computing,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-ec2004AX Gaming LaptopÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (15.6 inch, Shadow Black, 1.98 kg)",59990,Unknown,not_available
